stem,snippet_id,compound,class,dose,route,administered,context
shahar2022,42,psilocybin,psychedelic,25.6 mg/kg,i.p.,True,"dministered 5-HTP, 50-250 mg/kg i.p., 200 mg/kg i.p. after pretreatment with 5-HT/TAAR1 receptor modulators, psilocybin "
shahar2022,43,5-HTP,comparator,50 mg/kg,i.p.,True,"50 mg/kg i.p., 200 mg/kg i.p. after pretreatment with 5-HT/TAAR1 receptor modulators, psilocybin 0.1-25.6 mg/kg i.p. or "
shahar2022,43,5-HTP,comparator,200 mg/kg,i.p.,True,"50 mg/kg i.p., 200 mg/kg i.p. after pretreatment with 5-HT/TAAR1 receptor modulators, psilocybin 0.1-25.6 mg/kg i.p. or "
shahar2022,43,psilocybin,psychedelic,0.1 mg/kg,i.p.,True,"50 mg/kg i.p., 200 mg/kg i.p. after pretreatment with 5-HT/TAAR1 receptor modulators, psilocybin 0.1-25.6 mg/kg i.p. or "
shahar2022,43,psilocybin,psychedelic,25.6 mg/kg,i.p.,True,"50 mg/kg i.p., 200 mg/kg i.p. after pretreatment with 5-HT/TAAR1 receptor modulators, psilocybin 0.1-25.6 mg/kg i.p. or "
shahar2022,44,EPPTB,antagonist,1 mg/kg,,True,vehicle + 5-HTP 200 mg/kg ( n = 3 -5). ( D ) Effect of pre-treatm EPPTB 1/10mg/kg + 5-HTP 200 mg/kg or vehicle + 5-HTP 2
shahar2022,44,EPPTB,antagonist,10 mg/kg,,True,vehicle + 5-HTP 200 mg/kg ( n = 3 -5). ( D ) Effect of pre-treatm EPPTB 1/10mg/kg + 5-HTP 200 mg/kg or vehicle + 5-HTP 2
shahar2022,44,5-HTP,comparator,200 mg/kg,,True,vehicle + 5-HTP 200 mg/kg ( n = 3 -5). ( D ) Effect of pre-treatm EPPTB 1/10mg/kg + 5-HTP 200 mg/kg or vehicle + 5-HTP 2
shahar2022,45,psilocybin,psychedelic,0.1 mg/kg,,True,"on HTR  ## 2.2. Effect of Psilocybin on HTR  First,  we  assessed  the  effect  of  increasing  PSIL  concentrations  (0"
shahar2022,46,psilocybin,psychedelic,8 mg/kg,,True,SIL-induced HTR with 8 mg/kg. EPPTB (Figure 4C) did not alter (no statistical sig.) PSIL-induced HTR with both doses of 
shahar2022,46,EPPTB,antagonist,1 mg/kg,,True,SIL-induced HTR with 8 mg/kg. EPPTB (Figure 4C) did not alter (no statistical sig.) PSIL-induced HTR with both doses of 
shahar2022,46,EPPTB,antagonist,10 mg/kg,,True,SIL-induced HTR with 8 mg/kg. EPPTB (Figure 4C) did not alter (no statistical sig.) PSIL-induced HTR with both doses of 
shahar2022,47,psilocybin,psychedelic,8 mg/kg,,True,HTR with 8 mg/kg. EPPTB (Figure 4C) did not alter (no statistical sig.) PSIL-induced HTR with both doses of 1 mg/kg and 
shahar2022,47,EPPTB,antagonist,1 mg/kg,,True,HTR with 8 mg/kg. EPPTB (Figure 4C) did not alter (no statistical sig.) PSIL-induced HTR with both doses of 1 mg/kg and 
shahar2022,47,EPPTB,antagonist,10 mg/kg,,True,HTR with 8 mg/kg. EPPTB (Figure 4C) did not alter (no statistical sig.) PSIL-induced HTR with both doses of 1 mg/kg and 
shahar2022,48,psilocybin,psychedelic,0 mg/kg,,False,"considered in the context of a recent paper by Erkizia-Santamar í a et al. [65], who examined the effect of psilocybin 0"
shahar2022,49,psilocybin,psychedelic,1 mg/kg,,False,"HTR by a human observer and did so only between 5-25 min in 5 min bins. We have shown that for psilocybin doses, above 1"
shahar2022,50,psilocybin,psychedelic,3 mg/kg,,False,"A antagonist to block HTR, Erkizia-Santamaria et al. [65] showed that a 5-HT2C antagonist increased HTR with psilocybin "
shahar2022,51,psilocybin,psychedelic,3 mg/kg,,False,"with psilocybin 3 mg/kg (only 1 modulator dose tested), whereas we observed an inverted U-shaped effect with psilocybin "
shahar2022,52,psilocybin,psychedelic,0.75 mg/kg,,True,r validation from ongoing experiments. Five mice were used for this evaluation across a range of psilocybin doses (PSIL 
shahar2022,53,psilocybin,psychedelic,0.75 mg/kg,,True,"experiments. Five mice were used for this evaluation across a range of psilocybin doses (PSIL 0.75 mg/kg ( n = 1), PSIL "
shahar2022,53,psilocybin,psychedelic,2.2 mg/kg,,True,"experiments. Five mice were used for this evaluation across a range of psilocybin doses (PSIL 0.75 mg/kg ( n = 1), PSIL "
shahar2022,54,psilocybin,psychedelic,0.75 mg/kg,,True,"used for this evaluation across a range of psilocybin doses (PSIL 0.75 mg/kg ( n = 1), PSIL 2.2 mg/kg ( n = 2) and PSIL "
shahar2022,54,psilocybin,psychedelic,2.2 mg/kg,,True,"used for this evaluation across a range of psilocybin doses (PSIL 0.75 mg/kg ( n = 1), PSIL 2.2 mg/kg ( n = 2) and PSIL "
shahar2022,55,5-HTP,comparator,50 mg/kg,,True,"ffect of 5-HTP.  ## 2. Results  ## 2.1. Effect of 5-HTP on HTR  Initially, we evaluated the effect of increasing doses ("
shahar2022,56,5-HTP,comparator,50 mg/kg,,True,"TP.  ## 2. Results  ## 2.1. Effect of 5-HTP on HTR  Initially, we evaluated the effect of increasing doses (50 mg/kg to "
shahar2022,57,M100907,antagonist,0.5 mg/kg,,True,"-induced  HTR  at  both  0.5  mg/kg  and  2  mg/kg  doses.  Pre-treatment  with  the 5-HT1A receptor agonist, 8-OH-DPAT "
shahar2022,57,M100907,antagonist,2 mg/kg,,True,"-induced  HTR  at  both  0.5  mg/kg  and  2  mg/kg  doses.  Pre-treatment  with  the 5-HT1A receptor agonist, 8-OH-DPAT "
shahar2022,57,8-OH-DPAT,antagonist,1 mg/kg,,True,"-induced  HTR  at  both  0.5  mg/kg  and  2  mg/kg  doses.  Pre-treatment  with  the 5-HT1A receptor agonist, 8-OH-DPAT "
shahar2022,58,M100907,antagonist,0.5 mg/kg,,True,"R  at  both  0.5  mg/kg  and  2  mg/kg  doses.  Pre-treatment  with  the 5-HT1A receptor agonist, 8-OH-DPAT 1 mg/kg and "
shahar2022,58,M100907,antagonist,2 mg/kg,,True,"R  at  both  0.5  mg/kg  and  2  mg/kg  doses.  Pre-treatment  with  the 5-HT1A receptor agonist, 8-OH-DPAT 1 mg/kg and "
shahar2022,58,8-OH-DPAT,antagonist,1 mg/kg,,True,"R  at  both  0.5  mg/kg  and  2  mg/kg  doses.  Pre-treatment  with  the 5-HT1A receptor agonist, 8-OH-DPAT 1 mg/kg and "
shahar2022,59,5-HTP,comparator,2 mg/kg,,True,"gnificantly reduced 5-HTP-induced HTR. The 5-HT2C antagonist, RS-102221 (Figure 2C), did not alter 5-HTP-induced HTR at "
shahar2022,59,RS-102221,antagonist,2 mg/kg,,True,"gnificantly reduced 5-HTP-induced HTR. The 5-HT2C antagonist, RS-102221 (Figure 2C), did not alter 5-HTP-induced HTR at "
shahar2022,60,RS-102221,antagonist,2 mg/kg,,True,"st, RS-102221 (Figure 2C), did not alter 5-HTP-induced HTR at 2 mg/kg, and significantly increased 5-HTP-induced HTR at "
shahar2022,61,RS-102221,antagonist,2 mg/kg,,True,"1 (Figure 2C), did not alter 5-HTP-induced HTR at 2 mg/kg, and significantly increased 5-HTP-induced HTR at 4 mg/kg and "
shahar2022,61,RS-102221,antagonist,4 mg/kg,,True,"1 (Figure 2C), did not alter 5-HTP-induced HTR at 2 mg/kg, and significantly increased 5-HTP-induced HTR at 4 mg/kg and "
shahar2022,62,RS-102221,antagonist,4 mg/kg,,True,"4 mg/kg and 8 mg/kg. The TAAR1 antagonist, EPPTB (Figure 2D), significantly reduced 5-HTP-induced HTR at both doses of 1"
shahar2022,62,RS-102221,antagonist,8 mg/kg,,True,"4 mg/kg and 8 mg/kg. The TAAR1 antagonist, EPPTB (Figure 2D), significantly reduced 5-HTP-induced HTR at both doses of 1"
shahar2022,62,EPPTB,antagonist,1 mg/kg,,True,"4 mg/kg and 8 mg/kg. The TAAR1 antagonist, EPPTB (Figure 2D), significantly reduced 5-HTP-induced HTR at both doses of 1"
shahar2022,63,EPPTB,antagonist,8 mg/kg,,True,"8 mg/kg. The TAAR1 antagonist, EPPTB (Figure 2D), significantly reduced 5-HTP-induced HTR at both doses of 1 mg/kg and 1"
shahar2022,63,EPPTB,antagonist,1 mg/kg,,True,"8 mg/kg. The TAAR1 antagonist, EPPTB (Figure 2D), significantly reduced 5-HTP-induced HTR at both doses of 1 mg/kg and 1"
shahar2022,64,5-HTP,comparator,0.5 mg/kg,,True,"locked 5-HTP-induced HTR at both 0.5 mg/kg and 2 mg/kg doses. Pre-treatment with the 5-HT1A receptor agonist, 8-OH-DPAT "
shahar2022,64,5-HTP,comparator,2 mg/kg,,True,"locked 5-HTP-induced HTR at both 0.5 mg/kg and 2 mg/kg doses. Pre-treatment with the 5-HT1A receptor agonist, 8-OH-DPAT "
shahar2022,64,8-OH-DPAT,antagonist,1 mg/kg,,True,"locked 5-HTP-induced HTR at both 0.5 mg/kg and 2 mg/kg doses. Pre-treatment with the 5-HT1A receptor agonist, 8-OH-DPAT "
shahar2022,65,5-HTP,comparator,0.5 mg/kg,,True,"-induced HTR at both 0.5 mg/kg and 2 mg/kg doses. Pre-treatment with the 5-HT1A receptor agonist, 8-OH-DPAT 1 mg/kg and "
shahar2022,65,5-HTP,comparator,2 mg/kg,,True,"-induced HTR at both 0.5 mg/kg and 2 mg/kg doses. Pre-treatment with the 5-HT1A receptor agonist, 8-OH-DPAT 1 mg/kg and "
shahar2022,65,8-OH-DPAT,antagonist,1 mg/kg,,True,"-induced HTR at both 0.5 mg/kg and 2 mg/kg doses. Pre-treatment with the 5-HT1A receptor agonist, 8-OH-DPAT 1 mg/kg and "
shahar2022,66,RS-102221,antagonist,2 mg/kg,,True,"gnificantly reduced 5-HTP-induced HTR. The 5-HT2C antagonist, RS-102221 (Figure 2C), did not alter 5-HTP-induced HTR at "
shahar2022,67,RS-102221,antagonist,2 mg/kg,,True,"st, RS-102221 (Figure 2C), did not alter 5-HTP-induced HTR at 2 mg/kg, and significantly increased 5-HTP-induced HTR at "
shahar2022,68,RS-102221,antagonist,2 mg/kg,,True,"1 (Figure 2C), did not alter 5-HTP-induced HTR at 2 mg/kg, and significantly increased 5-HTP-induced HTR at 4 mg/kg and "
shahar2022,68,RS-102221,antagonist,4 mg/kg,,True,"1 (Figure 2C), did not alter 5-HTP-induced HTR at 2 mg/kg, and significantly increased 5-HTP-induced HTR at 4 mg/kg and "
shahar2022,69,RS-102221,antagonist,4 mg/kg,,True,"4 mg/kg and 8 mg/kg. The TAAR1 antagonist, EPPTB (Figure 2D), significantly reduced 5-HTP-induced HTR at both doses of 1"
shahar2022,69,RS-102221,antagonist,8 mg/kg,,True,"4 mg/kg and 8 mg/kg. The TAAR1 antagonist, EPPTB (Figure 2D), significantly reduced 5-HTP-induced HTR at both doses of 1"
shahar2022,69,EPPTB,antagonist,1 mg/kg,,True,"4 mg/kg and 8 mg/kg. The TAAR1 antagonist, EPPTB (Figure 2D), significantly reduced 5-HTP-induced HTR at both doses of 1"
shahar2022,70,EPPTB,antagonist,8 mg/kg,,True,"8 mg/kg. The TAAR1 antagonist, EPPTB (Figure 2D), significantly reduced 5-HTP-induced HTR at both doses of 1 mg/kg and 1"
shahar2022,70,EPPTB,antagonist,1 mg/kg,,True,"8 mg/kg. The TAAR1 antagonist, EPPTB (Figure 2D), significantly reduced 5-HTP-induced HTR at both doses of 1 mg/kg and 1"
shahar2022,71,5-HTP,comparator,200 mg/kg,,True,+ 5-HTP 200 mg/kg  picture-10.png  + 5-HTP 200 mg/kg (  n =  5  -  6). (  B  ) Effect of pre-treatment with 8-OH-DPAT 1/
shahar2022,71,8-OH-DPAT,antagonist,1 mg/kg,,True,+ 5-HTP 200 mg/kg  picture-10.png  + 5-HTP 200 mg/kg (  n =  5  -  6). (  B  ) Effect of pre-treatment with 8-OH-DPAT 1/
shahar2022,72,8-OH-DPAT,antagonist,0.5 mg/kg,,True,0.5/2 mg/kg + 5-HTP 200 mg/kg or vehicle + 5-HTP 200 mg/kg ( n = 5 -6). ( B ) Effect of pre-treatment with 8-OH-DPAT 1/2
shahar2022,72,8-OH-DPAT,antagonist,2 mg/kg,,True,0.5/2 mg/kg + 5-HTP 200 mg/kg or vehicle + 5-HTP 200 mg/kg ( n = 5 -6). ( B ) Effect of pre-treatment with 8-OH-DPAT 1/2
shahar2022,72,5-HTP,comparator,200 mg/kg,,True,0.5/2 mg/kg + 5-HTP 200 mg/kg or vehicle + 5-HTP 200 mg/kg ( n = 5 -6). ( B ) Effect of pre-treatment with 8-OH-DPAT 1/2
shahar2022,73,8-OH-DPAT,antagonist,1 mg/kg,,True,5-HTP 200 mg/kg or vehicle + 5-HTP 200 mg/kg ( n = 5 -6). ( B ) Effect of pre-treatment with 8-OH-DPAT 1/2mg/kg + 5-HTP 
shahar2022,73,8-OH-DPAT,antagonist,2 mg/kg,,True,5-HTP 200 mg/kg or vehicle + 5-HTP 200 mg/kg ( n = 5 -6). ( B ) Effect of pre-treatment with 8-OH-DPAT 1/2mg/kg + 5-HTP 
shahar2022,73,5-HTP,comparator,200 mg/kg,,True,5-HTP 200 mg/kg or vehicle + 5-HTP 200 mg/kg ( n = 5 -6). ( B ) Effect of pre-treatment with 8-OH-DPAT 1/2mg/kg + 5-HTP 
shahar2022,74,8-OH-DPAT,antagonist,1 mg/kg,,True,200 mg/kg ( n = 5 -6). ( B ) Effect of pre-treatment with 8-OH-DPAT 1/2mg/kg + 5-HTP 200 mg/kg  or  vehicle  +  5-HTP  2
shahar2022,74,8-OH-DPAT,antagonist,2 mg/kg,,True,200 mg/kg ( n = 5 -6). ( B ) Effect of pre-treatment with 8-OH-DPAT 1/2mg/kg + 5-HTP 200 mg/kg  or  vehicle  +  5-HTP  2
shahar2022,74,5-HTP,comparator,200 mg/kg,,True,200 mg/kg ( n = 5 -6). ( B ) Effect of pre-treatment with 8-OH-DPAT 1/2mg/kg + 5-HTP 200 mg/kg  or  vehicle  +  5-HTP  2
shahar2022,75,5-HTP,comparator,200 mg/kg,,True,+ 5-HTP 200 mg/kg  or  vehicle  +  5-HTP  200mg/kg  ( n  = 13).  ( C )  Effect  of  pre-treatment  with  RS-102221  2/4/
shahar2022,75,RS-102221,antagonist,2 mg/kg,,True,+ 5-HTP 200 mg/kg  or  vehicle  +  5-HTP  200mg/kg  ( n  = 13).  ( C )  Effect  of  pre-treatment  with  RS-102221  2/4/
shahar2022,76,RS-102221,antagonist,2 mg/kg,,True,g  or  vehicle  +  5-HTP  200mg/kg  ( n  = 13).  ( C )  Effect  of  pre-treatment  with  RS-102221  2/4/8 mg/kg + 5-HTP 
shahar2022,76,RS-102221,antagonist,4 mg/kg,,True,g  or  vehicle  +  5-HTP  200mg/kg  ( n  = 13).  ( C )  Effect  of  pre-treatment  with  RS-102221  2/4/8 mg/kg + 5-HTP 
shahar2022,76,RS-102221,antagonist,8 mg/kg,,True,g  or  vehicle  +  5-HTP  200mg/kg  ( n  = 13).  ( C )  Effect  of  pre-treatment  with  RS-102221  2/4/8 mg/kg + 5-HTP 
shahar2022,76,5-HTP,comparator,200 mg/kg,,True,g  or  vehicle  +  5-HTP  200mg/kg  ( n  = 13).  ( C )  Effect  of  pre-treatment  with  RS-102221  2/4/8 mg/kg + 5-HTP 
shahar2022,77,RS-102221,antagonist,2 mg/kg,,True,mg/kg  ( n  = 13).  ( C )  Effect  of  pre-treatment  with  RS-102221  2/4/8 mg/kg + 5-HTP 200 mg/kg or vehicle + 5-HTP 
shahar2022,77,RS-102221,antagonist,4 mg/kg,,True,mg/kg  ( n  = 13).  ( C )  Effect  of  pre-treatment  with  RS-102221  2/4/8 mg/kg + 5-HTP 200 mg/kg or vehicle + 5-HTP 
shahar2022,77,RS-102221,antagonist,8 mg/kg,,True,mg/kg  ( n  = 13).  ( C )  Effect  of  pre-treatment  with  RS-102221  2/4/8 mg/kg + 5-HTP 200 mg/kg or vehicle + 5-HTP 
shahar2022,77,5-HTP,comparator,200 mg/kg,,True,mg/kg  ( n  = 13).  ( C )  Effect  of  pre-treatment  with  RS-102221  2/4/8 mg/kg + 5-HTP 200 mg/kg or vehicle + 5-HTP 
shahar2022,78,RS-102221,antagonist,2 mg/kg,,True,221  2/4/8 mg/kg + 5-HTP 200 mg/kg or vehicle + 5-HTP 200 mg/kg ( n = 3 -5). ( D ) Effect of pre-treatment with EPPTB 1/
shahar2022,78,RS-102221,antagonist,4 mg/kg,,True,221  2/4/8 mg/kg + 5-HTP 200 mg/kg or vehicle + 5-HTP 200 mg/kg ( n = 3 -5). ( D ) Effect of pre-treatment with EPPTB 1/
shahar2022,78,RS-102221,antagonist,8 mg/kg,,True,221  2/4/8 mg/kg + 5-HTP 200 mg/kg or vehicle + 5-HTP 200 mg/kg ( n = 3 -5). ( D ) Effect of pre-treatment with EPPTB 1/
shahar2022,78,5-HTP,comparator,200 mg/kg,,True,221  2/4/8 mg/kg + 5-HTP 200 mg/kg or vehicle + 5-HTP 200 mg/kg ( n = 3 -5). ( D ) Effect of pre-treatment with EPPTB 1/
shahar2022,78,EPPTB,antagonist,1 mg/kg,,True,221  2/4/8 mg/kg + 5-HTP 200 mg/kg or vehicle + 5-HTP 200 mg/kg ( n = 3 -5). ( D ) Effect of pre-treatment with EPPTB 1/
shahar2022,79,5-HTP,comparator,200 mg/kg,,True,+ 5-HTP 200 mg/kg or vehicle + 5-HTP 200 mg/kg ( n = 3 -5). ( D ) Effect of pre-treatment with EPPTB 1/10mg/kg + 5-HTP 2
shahar2022,79,EPPTB,antagonist,1 mg/kg,,True,+ 5-HTP 200 mg/kg or vehicle + 5-HTP 200 mg/kg ( n = 3 -5). ( D ) Effect of pre-treatment with EPPTB 1/10mg/kg + 5-HTP 2
shahar2022,79,EPPTB,antagonist,10 mg/kg,,True,+ 5-HTP 200 mg/kg or vehicle + 5-HTP 200 mg/kg ( n = 3 -5). ( D ) Effect of pre-treatment with EPPTB 1/10mg/kg + 5-HTP 2
shahar2022,80,5-HTP,comparator,200 mg/kg,,True,+ 5-HTP 200 mg/kg ( n = 3 -5). ( D ) Effect of pre-treatment with EPPTB 1/10mg/kg + 5-HTP 200 mg/kg or vehicle + 5-HTP 2
shahar2022,80,EPPTB,antagonist,1 mg/kg,,True,+ 5-HTP 200 mg/kg ( n = 3 -5). ( D ) Effect of pre-treatment with EPPTB 1/10mg/kg + 5-HTP 200 mg/kg or vehicle + 5-HTP 2
shahar2022,80,EPPTB,antagonist,10 mg/kg,,True,+ 5-HTP 200 mg/kg ( n = 3 -5). ( D ) Effect of pre-treatment with EPPTB 1/10mg/kg + 5-HTP 200 mg/kg or vehicle + 5-HTP 2
shahar2022,81,8-OH-DPAT,antagonist,0.5 mg/kg,,True,7 0.5/2 mg/kg + 5-HTP 200 mg/kg or vehicle + 5-HTP 200 mg/kg ( n = 5-6). ( B ) Effect of pre-treatment with 8-OH-DPAT 1/
shahar2022,81,8-OH-DPAT,antagonist,2 mg/kg,,True,7 0.5/2 mg/kg + 5-HTP 200 mg/kg or vehicle + 5-HTP 200 mg/kg ( n = 5-6). ( B ) Effect of pre-treatment with 8-OH-DPAT 1/
shahar2022,81,5-HTP,comparator,200 mg/kg,,True,7 0.5/2 mg/kg + 5-HTP 200 mg/kg or vehicle + 5-HTP 200 mg/kg ( n = 5-6). ( B ) Effect of pre-treatment with 8-OH-DPAT 1/
shahar2022,82,8-OH-DPAT,antagonist,1 mg/kg,,True,5-HTP 200 mg/kg or vehicle + 5-HTP 200 mg/kg ( n = 5-6). ( B ) Effect of pre-treatment with 8-OH-DPAT 1/2 mg/kg + 5-HTP 
shahar2022,82,8-OH-DPAT,antagonist,2 mg/kg,,True,5-HTP 200 mg/kg or vehicle + 5-HTP 200 mg/kg ( n = 5-6). ( B ) Effect of pre-treatment with 8-OH-DPAT 1/2 mg/kg + 5-HTP 
shahar2022,82,5-HTP,comparator,200 mg/kg,,True,5-HTP 200 mg/kg or vehicle + 5-HTP 200 mg/kg ( n = 5-6). ( B ) Effect of pre-treatment with 8-OH-DPAT 1/2 mg/kg + 5-HTP 
shahar2022,83,8-OH-DPAT,antagonist,1 mg/kg,,True,5-HTP 200 mg/kg ( n = 5-6). ( B ) Effect of pre-treatment with 8-OH-DPAT 1/2 mg/kg + 5-HTP 200 mg/kg or vehicle + 5-HTP 
shahar2022,83,8-OH-DPAT,antagonist,2 mg/kg,,True,5-HTP 200 mg/kg ( n = 5-6). ( B ) Effect of pre-treatment with 8-OH-DPAT 1/2 mg/kg + 5-HTP 200 mg/kg or vehicle + 5-HTP 
shahar2022,83,5-HTP,comparator,200 mg/kg,,True,5-HTP 200 mg/kg ( n = 5-6). ( B ) Effect of pre-treatment with 8-OH-DPAT 1/2 mg/kg + 5-HTP 200 mg/kg or vehicle + 5-HTP 
shahar2022,84,8-OH-DPAT,antagonist,1 mg/kg,,True,PAT 1/2 mg/kg + 5-HTP 200 mg/kg or vehicle + 5-HTP 200mg/kg ( n = 13). ( C ) Effect of pre-treatment with RS-102221 2/4/
shahar2022,84,8-OH-DPAT,antagonist,2 mg/kg,,True,PAT 1/2 mg/kg + 5-HTP 200 mg/kg or vehicle + 5-HTP 200mg/kg ( n = 13). ( C ) Effect of pre-treatment with RS-102221 2/4/
shahar2022,84,5-HTP,comparator,200 mg/kg,,True,PAT 1/2 mg/kg + 5-HTP 200 mg/kg or vehicle + 5-HTP 200mg/kg ( n = 13). ( C ) Effect of pre-treatment with RS-102221 2/4/
shahar2022,84,RS-102221,antagonist,2 mg/kg,,True,PAT 1/2 mg/kg + 5-HTP 200 mg/kg or vehicle + 5-HTP 200mg/kg ( n = 13). ( C ) Effect of pre-treatment with RS-102221 2/4/
shahar2022,85,5-HTP,comparator,200 mg/kg,,True,5-HTP 200 mg/kg or vehicle + 5-HTP 200mg/kg ( n = 13). ( C ) Effect of pre-treatment with RS-102221 2/4/8 mg/kg + 5-HTP 
shahar2022,85,RS-102221,antagonist,2 mg/kg,,True,5-HTP 200 mg/kg or vehicle + 5-HTP 200mg/kg ( n = 13). ( C ) Effect of pre-treatment with RS-102221 2/4/8 mg/kg + 5-HTP 
shahar2022,85,RS-102221,antagonist,4 mg/kg,,True,5-HTP 200 mg/kg or vehicle + 5-HTP 200mg/kg ( n = 13). ( C ) Effect of pre-treatment with RS-102221 2/4/8 mg/kg + 5-HTP 
shahar2022,85,RS-102221,antagonist,8 mg/kg,,True,5-HTP 200 mg/kg or vehicle + 5-HTP 200mg/kg ( n = 13). ( C ) Effect of pre-treatment with RS-102221 2/4/8 mg/kg + 5-HTP 
shahar2022,86,5-HTP,comparator,200 mg/kg,,True,5-HTP 200mg/kg ( n = 13). ( C ) Effect of pre-treatment with RS-102221 2/4/8 mg/kg + 5-HTP 200 mg/kg or vehicle + 5-HTP 
shahar2022,86,RS-102221,antagonist,2 mg/kg,,True,5-HTP 200mg/kg ( n = 13). ( C ) Effect of pre-treatment with RS-102221 2/4/8 mg/kg + 5-HTP 200 mg/kg or vehicle + 5-HTP 
shahar2022,86,RS-102221,antagonist,4 mg/kg,,True,5-HTP 200mg/kg ( n = 13). ( C ) Effect of pre-treatment with RS-102221 2/4/8 mg/kg + 5-HTP 200 mg/kg or vehicle + 5-HTP 
shahar2022,86,RS-102221,antagonist,8 mg/kg,,True,5-HTP 200mg/kg ( n = 13). ( C ) Effect of pre-treatment with RS-102221 2/4/8 mg/kg + 5-HTP 200 mg/kg or vehicle + 5-HTP 
shahar2022,87,RS-102221,antagonist,2 mg/kg,,True,02221 2/4/8 mg/kg + 5-HTP 200 mg/kg or vehicle + 5-HTP 200 mg/kg ( n = 3-5). ( D ) Effect of pre-treatment with EPPTB 1/
shahar2022,87,RS-102221,antagonist,4 mg/kg,,True,02221 2/4/8 mg/kg + 5-HTP 200 mg/kg or vehicle + 5-HTP 200 mg/kg ( n = 3-5). ( D ) Effect of pre-treatment with EPPTB 1/
shahar2022,87,RS-102221,antagonist,8 mg/kg,,True,02221 2/4/8 mg/kg + 5-HTP 200 mg/kg or vehicle + 5-HTP 200 mg/kg ( n = 3-5). ( D ) Effect of pre-treatment with EPPTB 1/
shahar2022,87,5-HTP,comparator,200 mg/kg,,True,02221 2/4/8 mg/kg + 5-HTP 200 mg/kg or vehicle + 5-HTP 200 mg/kg ( n = 3-5). ( D ) Effect of pre-treatment with EPPTB 1/
shahar2022,87,EPPTB,antagonist,1 mg/kg,,True,02221 2/4/8 mg/kg + 5-HTP 200 mg/kg or vehicle + 5-HTP 200 mg/kg ( n = 3-5). ( D ) Effect of pre-treatment with EPPTB 1/
shahar2022,88,5-HTP,comparator,200 mg/kg,,True,+ 5-HTP 200 mg/kg or vehicle + 5-HTP 200 mg/kg ( n = 3-5). ( D ) Effect of pre-treatment with EPPTB 1/10 mg/kg + 5-HTP 2
shahar2022,88,EPPTB,antagonist,1 mg/kg,,True,+ 5-HTP 200 mg/kg or vehicle + 5-HTP 200 mg/kg ( n = 3-5). ( D ) Effect of pre-treatment with EPPTB 1/10 mg/kg + 5-HTP 2
shahar2022,88,EPPTB,antagonist,10 mg/kg,,True,+ 5-HTP 200 mg/kg or vehicle + 5-HTP 200 mg/kg ( n = 3-5). ( D ) Effect of pre-treatment with EPPTB 1/10 mg/kg + 5-HTP 2
shahar2022,89,5-HTP,comparator,200 mg/kg,,True,+ 5-HTP 200 mg/kg ( n = 3-5). ( D ) Effect of pre-treatment with EPPTB 1/10 mg/kg + 5-HTP 200 mg/kg or vehicle + 5-HTP 2
shahar2022,89,EPPTB,antagonist,1 mg/kg,,True,+ 5-HTP 200 mg/kg ( n = 3-5). ( D ) Effect of pre-treatment with EPPTB 1/10 mg/kg + 5-HTP 200 mg/kg or vehicle + 5-HTP 2
